fish,date,Site,trap,species,sex,status,TL,SL,head_width,body_width,papilla,total_mass,liver,acc_gland,total_gonad,gsi,hsi,body_condition,Comments (note intersex or fin erosion),substrate
1556,April,Gr2,B3u,NM,F,NRF,72.29,58.43,NA,NA,NA,4.136,NA,NA,NA,NA,NA,NA,NA,Gravel
1557,April,Gr2,B3u,NM,F,NRF,72.56,60.53,NA,NA,NA,2.542,NA,NA,NA,NA,NA,NA,NA,Gravel
1558,April,Gr2,B3u,NM,F,NRF,79.13,64.69,NA,NA,NA,4.161,NA,NA,NA,NA,NA,NA,NA,Gravel
1559,April,Gr2,B3u,NM,M,NRM,85.21,71.14,NA,NA,NA,7.384,NA,NA,NA,NA,NA,NA,NA,Gravel
1560,April,Gr2,B3u,NM,M,NRM,72.19,58.84,NA,NA,NA,3.612,NA,NA,NA,NA,NA,NA,NA,Gravel
1561,April,Gr2,B3u,NM,M,NRM,80.59,65.63,NA,NA,NA,5.156,NA,NA,NA,NA,NA,NA,NA,Gravel
1562,April,Gr2,B3u,NM,M,NRM,85.38,69.62,NA,NA,NA,5.651,NA,NA,NA,NA,NA,NA,NA,Gravel
1563,April,Gr2,B3u,NM,M,NRM,69.21,55.93,NA,NA,NA,2.957,NA,NA,NA,NA,NA,NA,NA,Gravel
1564,April,Gr2,B3u,NM,M,NRM,84.83,69.34,NA,NA,NA,5.612,NA,NA,NA,NA,NA,NA,NA,Gravel
1565,April,Gr2,B3u,NM,M,NRM,65.89,54.03,NA,NA,NA,2.591,NA,NA,NA,NA,NA,NA,NA,Gravel
1566,April,Gr2,B3u,NM,F,NRF,71.57,57.86,NA,NA,NA,3.491,NA,NA,NA,NA,NA,NA,NA,Gravel
1567,April,Gr2,B3u,NM,F,NRF,79.37,63.96,NA,NA,NA,5.438,NA,NA,NA,NA,NA,NA,NA,Gravel
1568,April,Gr2,B3u,NM,M,SM,69.75,56.96,10.04,10.09,5.25,3.173,0.016,0.008,0.148,0.148,NA,NA,NA,Gravel
1569,April,Gr2,B1,NM,M,NRM,125.27,104.75,NA,NA,NA,30.213,NA,NA,NA,NA,NA,NA,NA,Gravel
1570,April,Gr2,B1,NM,M,NRM,116.68,97.91,NA,NA,NA,20.907,NA,NA,NA,NA,NA,NA,NA,Gravel
1571,April,Gr2,B1,NM,M,NRM,95.68,78.53,NA,NA,NA,9.008,NA,NA,NA,NA,NA,NA,NA,Gravel
1572,April,Gr2,B1,NM,M,NRM,93.22,77.37,NA,NA,NA,10.162,NA,NA,NA,NA,NA,NA,NA,Gravel
1573,April,Gr2,B1,NM,M,NRM,84.78,70.19,NA,NA,NA,5.712,NA,NA,NA,NA,NA,NA,NA,Gravel
1574,April,Gr2,B1,NM,M,NRM,84.98,69.93,NA,NA,NA,7.009,NA,NA,NA,NA,NA,NA,NA,Gravel
1575,April,Gr2,B1,NM,M,NRM,92.26,76.25,NA,NA,NA,8.396,NA,NA,NA,NA,NA,NA,NA,Gravel
1576,April,Gr2,B1,NM,M,NRM,96.48,79.7,NA,NA,NA,11.468,NA,NA,NA,NA,NA,NA,NA,Gravel
1577,April,Gr2,B1,NM,M,NRM,92.23,76.4,NA,NA,NA,9.498,NA,NA,NA,NA,NA,NA,NA,Gravel
1578,April,Gr2,B1,NM,M,NRM,81.79,68.59,NA,NA,NA,5.767,NA,NA,NA,NA,NA,NA,NA,Gravel
1579,April,Gr2,B1,NM,F,NRF,92.05,75.47,14.79,15.11,3.67,10.126,0.272,NA,0.473,NA,NA,NA,NA,Gravel
1580,April,Gr2,B1,NM,M,NRM,97.81,79.97,NA,NA,NA,10.108,NA,NA,NA,NA,NA,NA,NA,Gravel
1581,April,Gr2,B1,NM,M,NRM,95.54,78.53,NA,NA,NA,10.429,NA,NA,NA,NA,NA,NA,NA,Gravel
1582,April,Gr2,B1,NM,M,NRM,85.69,69.5,NA,NA,NA,6.552,NA,NA,NA,NA,NA,NA,NA,Gravel
1583,April,Gr2,B1,NM,M,NRM,88.81,73.22,NA,NA,NA,7.481,NA,NA,NA,NA,NA,NA,NA,Gravel
1584,April,Gr2,B1,NM,M,NRM,81.48,66.8,NA,NA,NA,5.664,NA,NA,NA,NA,NA,NA,NA,Gravel
1585,April,Gr2,B1,NM,M,NRM,90.27,74.6,NA,NA,NA,8.838,NA,NA,NA,NA,NA,NA,NA,Gravel
1586,April,Gr2,B1,NM,F,NRF,83.66,67.71,NA,NA,NA,5.831,NA,NA,NA,NA,NA,NA,NA,Gravel
1587,April,Gr2,B1,NM,F,NRF,81.22,66.83,NA,NA,NA,6.438,NA,NA,NA,NA,NA,NA,NA,Gravel
1588,April,Gr2,B1,NM,F,NRF,92.18,76.2,NA,NA,NA,9.767,NA,NA,NA,NA,NA,NA,NA,Gravel
1589,April,Gr2,B1,NM,F,NRF,76.11,62.77,NA,NA,NA,4.406,NA,NA,0.308,NA,NA,NA,NA,Gravel
1590,April,Gr2,B1,NM,F,NRF,73.64,59.96,NA,NA,NA,4.093,NA,NA,NA,NA,NA,NA,NA,Gravel
1591,April,Gr2,B1,NM,F,NRF,78.82,64.27,NA,NA,NA,3.963,NA,NA,NA,NA,NA,NA,NA,Gravel
1592,April,Gr2,B1,NM,F,NRF,81.82,68.11,NA,NA,NA,5.782,NA,NA,NA,NA,NA,NA,NA,Gravel
1593,April,Gr2,B1,NM,F,NRF,93.31,76.8,NA,NA,NA,10.309,NA,NA,NA,NA,NA,NA,NA,Gravel
1594,April,Gr2,B1,NM,M,NRM,76.49,62.28,NA,NA,NA,4.258,NA,NA,NA,NA,NA,NA,NA,Gravel
1595,April,Gr2,B1,NM,M,NRM,70.65,57.97,NA,NA,NA,3.612,NA,NA,NA,NA,NA,NA,NA,Gravel
1596,April,Gr2,B1,NM,M,NRM,80.93,65.77,NA,NA,NA,5.685,NA,NA,NA,NA,NA,NA,NA,Gravel
1597,April,Gr2,B1,NM,M,NRM,66.27,54.44,NA,NA,NA,2.421,NA,NA,NA,NA,NA,NA,NA,Gravel
1598,April,Gr2,B1,NM,M,NRM,80.68,66.03,NA,NA,NA,4.263,NA,NA,NA,NA,NA,NA,NA,Gravel
1599,April,Gr2,B1,NM,F,NRF,70.49,57.35,NA,NA,NA,3.762,NA,NA,NA,NA,NA,NA,NA,Gravel
1600,April,Gr2,B1,NM,F,NRF,73.12,60.33,NA,NA,NA,4.056,NA,NA,NA,NA,NA,NA,NA,Gravel
1601,April,Gr2,B1,NM,F,NRF,74.83,62.12,NA,NA,NA,4.632,NA,NA,NA,NA,NA,NA,NA,Gravel
1602,April,Gr2,B1,NM,F,NRF,74.63,61.52,NA,NA,NA,4.603,NA,NA,NA,NA,NA,NA,NA,Gravel
1603,April,Gr2,B1,NM,F,NRF,80.84,64.69,NA,NA,NA,5.487,NA,NA,NA,NA,NA,NA,NA,Gravel
1604,April,Gr2,B1,NM,M,NRM,82.27,66.76,NA,NA,NA,5.271,NA,NA,NA,NA,NA,NA,NA,Gravel
1605,April,Gr2,B1,NM,F,NRF,72.04,58.51,NA,NA,NA,4.149,NA,NA,NA,NA,NA,NA,NA,Gravel
1606,April,Gr2,B1,NM,M,NRM,80.35,66,NA,NA,NA,4.739,NA,NA,NA,NA,NA,NA,NA,Gravel
1607,April,Gr2,B1,NM,M,NRM,74.55,61.46,NA,NA,NA,4.072,NA,NA,NA,NA,NA,NA,NA,Gravel
1608,April,Gr2,B1,NM,M,NRM,74.78,61.08,NA,NA,NA,3.936,NA,NA,NA,NA,NA,NA,NA,Gravel
1609,April,Gr2,B1,NM,M,NRM,71.76,58.48,NA,NA,NA,3.352,NA,NA,NA,NA,NA,NA,NA,Gravel
1610,April,Gr2,B1,NM,M,NRM,66.83,54.49,NA,NA,NA,2.725,NA,NA,NA,NA,NA,NA,NA,Gravel
1611,April,Gr2,B1,NM,M,NRM,73.84,60.07,NA,NA,NA,4.157,NA,NA,NA,NA,NA,NA,NA,Gravel
1612,April,Gr2,B1,NM,M,NRM,71.34,58.14,NA,NA,NA,3.496,NA,NA,NA,NA,NA,NA,NA,Gravel
1613,April,Gr2,B1,NM,M,NRM,88.86,72.48,NA,NA,NA,6.374,NA,NA,NA,NA,NA,NA,NA,Gravel
1614,April,Gr2,B1,NM,M,NRM,65.32,53.84,NA,NA,NA,2.328,NA,NA,NA,NA,NA,NA,NA,Gravel
1615,April,Gr2,B1,NM,M,NRM,77.98,63.94,NA,NA,NA,4.253,NA,NA,NA,NA,NA,NA,NA,Gravel
1616,April,Gr2,B1,NM,M,NRM,63.67,52.89,NA,NA,NA,2.797,NA,NA,NA,NA,NA,NA,NA,Gravel
1617,April,Gr2,B1,NM,F,NRF,71.84,59.42,NA,NA,NA,3.028,NA,NA,NA,NA,NA,NA,NA,Gravel
1618,April,Gr2,B1,NM,F,NRF,68.21,55.27,NA,NA,NA,3.072,NA,NA,NA,NA,NA,NA,NA,Gravel
1619,April,Gr2,B1,NM,F,NRF,74.38,60.74,NA,NA,NA,4.218,NA,NA,NA,NA,NA,NA,NA,Gravel
1620,April,Gr2,B1,NM,F,NRF,73.81,60.51,NA,NA,NA,4.823,NA,NA,NA,NA,NA,NA,NA,Gravel
1621,April,Gr2,B1,NM,F,NRF,77.08,63.25,NA,NA,NA,4.539,NA,NA,NA,NA,NA,NA,NA,Gravel
1622,April,Gr2,B1,NM,F,NRF,67.16,54.75,NA,NA,NA,3.518,NA,NA,NA,NA,NA,NA,NA,Gravel
1623,April,Gr2,B1,NM,F,NRF,67.43,55.25,NA,NA,NA,2.806,NA,NA,NA,NA,NA,NA,NA,Gravel
1624,April,Gr2,B1,NM,F,NRF,74.04,61.11,NA,NA,NA,3.715,NA,NA,NA,NA,NA,NA,NA,Gravel
1625,April,Gr2,B1,NM,F,NRF,71.55,59.4,NA,NA,NA,3.817,NA,NA,NA,NA,NA,NA,NA,Gravel
1626,April,Gr2,B1,NM,F,NRF,64.66,53.41,NA,NA,NA,2.758,NA,NA,NA,NA,NA,NA,NA,Gravel
1627,April,Gr2,B1,NM,F,NRF,66.45,53.95,NA,NA,NA,2.889,NA,NA,NA,NA,NA,NA,NA,Gravel
1628,April,Gr2,B1,NM,F,NRF,83.48,68.84,NA,NA,NA,4.309,NA,NA,NA,NA,NA,NA,NA,Gravel
1629,April,Gr2,B1,NM,F,NRF,74.39,60.65,NA,NA,NA,4.396,NA,NA,NA,NA,NA,NA,NA,Gravel
1630,April,Gr2,B1,NM,F,NRF,74.13,60.47,NA,NA,NA,4.048,NA,NA,NA,NA,NA,NA,NA,Gravel
1631,April,Gr2,B1,NM,F,NRF,76.01,62.15,NA,NA,NA,4.906,NA,NA,NA,NA,NA,NA,NA,Gravel
1632,April,Gr2,B1,NM,F,NRF,77.23,63.09,NA,NA,NA,4.825,NA,NA,NA,NA,NA,NA,NA,Gravel
1633,April,Gr2,B1,NM,F,NRF,72.45,60.48,NA,NA,NA,4.478,NA,NA,NA,NA,NA,NA,NA,Gravel
1634,April,Gr2,Net,NM,M,NRM,119.34,99.36,NA,NA,NA,23.948,NA,NA,NA,NA,NA,NA,NA,Gravel
1635,April,Gr2,Net,NM,M,NRM,94.17,77.8,NA,NA,NA,10.065,NA,NA,NA,NA,NA,NA,NA,Gravel
1636,April,Gr2,Net,NM,M,NRM,89.81,73.59,NA,NA,NA,8.129,NA,NA,NA,NA,NA,NA,NA,Gravel
1637,April,Gr2,Net,NM,M,NRM,97.79,80.98,NA,NA,NA,9.818,NA,NA,NA,NA,NA,NA,NA,Gravel
1638,April,Gr2,Net,NM,M,NRM,85.23,70.46,NA,NA,NA,6.052,NA,NA,NA,NA,NA,NA,NA,Gravel
1639,April,Gr2,Net,NM,M,NRM,80.76,66.43,NA,NA,NA,5.443,NA,NA,NA,NA,NA,NA,NA,Gravel
1640,April,Gr2,Net,NM,F,NRF,73.16,59.75,NA,NA,NA,4.398,NA,NA,NA,NA,NA,NA,NA,Gravel
1641,April,Gr2,Net,NM,F,NRF,80.02,65.79,NA,NA,NA,5.547,NA,NA,0.227,NA,NA,NA,NA,Gravel
1642,April,Gr2,Net,NM,F,NRF,79.75,65.43,NA,NA,NA,5.692,NA,NA,NA,NA,NA,NA,NA,Gravel
1643,April,Gr2,Net,NM,F,NRF,76.83,63.26,NA,NA,NA,5.114,NA,NA,NA,NA,NA,NA,NA,Gravel
1644,April,Gr2,Net,NM,F,NRF,76.64,63.44,NA,NA,NA,4.797,NA,NA,NA,NA,NA,NA,NA,Gravel
1645,April,Gr2,Net,NM,F,NRF,78.87,64.07,NA,NA,NA,5.504,NA,NA,NA,NA,NA,NA,NA,Gravel
1646,April,Gr2,Net,NM,F,NRF,77.38,63.56,NA,NA,NA,4.492,NA,NA,NA,NA,NA,NA,NA,Gravel
1647,April,Gr2,Net,NM,F,NRF,70.11,57.43,NA,NA,NA,3.772,NA,NA,NA,NA,NA,NA,NA,Gravel
1648,April,Gr2,Net,NM,F,NRF,71.68,58.77,NA,NA,NA,3.568,NA,NA,NA,NA,NA,NA,NA,Gravel
1649,April,Gr2,Net,NM,F,NRF,72.55,59.34,NA,NA,NA,3.571,NA,NA,NA,NA,NA,NA,NA,Gravel
1650,April,Gr2,Net,NM,F,NRF,80.65,66.67,NA,NA,NA,5.008,NA,NA,NA,NA,NA,NA,NA,Gravel
1651,April,Gr2,Net,NM,F,NRF,72.41,59.54,NA,NA,NA,3.856,NA,NA,NA,NA,NA,NA,NA,Gravel
1652,April,Gr2,Net,NM,F,NRF,70.94,57.83,NA,NA,NA,3.139,NA,NA,NA,NA,NA,NA,NA,Gravel
1653,April,Gr2,Net,NM,F,NRF,68.56,56.16,NA,NA,NA,2.533,NA,NA,NA,NA,NA,NA,NA,Gravel
1654,April,Gr2,Net,NM,F,NRF,73.03,59.13,NA,NA,NA,3.651,NA,NA,NA,NA,NA,NA,NA,Gravel
1655,April,Gr2,Net,NM,F,NRF,73.58,59.73,NA,NA,NA,3.853,NA,NA,NA,NA,NA,NA,NA,Gravel
1656,April,Gr2,Net,NM,F,NRF,NA,72.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1657,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1658,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1659,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1660,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1661,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1662,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1663,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1664,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1665,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1666,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1667,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1668,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1669,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1670,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1671,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1672,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1673,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1674,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1675,April,Gr2,Net,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1676,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1677,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1678,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1679,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1680,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1681,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1682,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1683,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1684,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1685,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1686,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1687,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1688,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1689,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1690,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1691,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1692,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1693,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1694,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1695,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1696,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1697,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1698,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1699,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1700,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1701,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1702,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1703,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1704,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1705,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1706,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1707,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1708,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1709,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1710,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1711,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1712,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1713,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1714,April,Gr2,Net,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1715,April,Gr2,Net,NM,M,SM,74.51,60.87,10.57,10.42,5.91,4.512,0.033,0.012,0.157,NA,NA,NA,NA,Gravel
1716,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1717,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1718,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1719,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1720,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1721,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1722,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1723,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1724,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1725,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1726,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1727,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1728,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1729,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1730,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1731,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1732,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1733,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1734,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1735,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1736,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1737,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1738,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1739,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1740,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1741,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1742,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1743,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1744,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1745,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1746,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1747,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1748,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1749,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1750,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1751,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1752,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1753,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1754,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1755,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1756,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1757,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1758,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1759,April,Gr2,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
1760,April,Gr2,S2,NM,M,SM,62.59,51.42,8.32,10.03,5.03,2.868,0.028,0.016,0.196,NA,NA,NA,NA,Gravel
